Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week)
27.0,Female,37.906026768987246,1.68695362356124,191,169.0,56.0,2.1418818968999704,714.6853355926138,Yoga,23.2,2.8,5
60.0,Male,40.17692713401195,1.6889461856465573,182,164.0,56.0,1.2854827234031982,1985.314455418265,HIIT,12.6,3.1,4
19.0,Male,51.58534246461664,1.5931779230445782,170,169.0,72.0,1.2609286942080287,828.2835385409509,Cardio,24.7,3.4,3
62.0,Female,99.7100070885255,1.664970168725337,171,136.0,71.0,1.120768571369119,872.3755120984972,Cardio,32.0,3.4,3
45.0,Male,73.02984649641117,1.9790274380584065,179,161.0,58.0,0.9874756459633666,809.3936038443078,HIIT,17.6,1.8,2
14.0,Male,75.49001230145257,1.784847745225066,161,131.0,50.0,2.06801003878141,1441.5766427046462,Strength,26.1,1.5,5
47.0,Female,63.63553491391506,1.695926336024361,172,140.0,62.0,1.3981629376358427,1275.8725480587354,Cardio,28.6,3.6,4
17.0,Male,41.668419143855544,1.6774064748432878,176,158.0,53.0,1.2102738281880245,440.86953411125285,Strength,23.7,1.5,2
51.0,Female,84.92463226863649,1.6042337531046682,180,157.0,54.0,0.7486022645757812,868.8256784728292,Cardio,26.3,1.9,5
32.0,Female,103.3603387354019,1.7319935380003768,164,169.0,70.0,1.4736014515119178,983.7015639000014,HIIT,23.6,3.7,5
58.0,Male,56.70042489812722,1.7250506332151965,180,139.0,74.0,1.9442131628672426,1427.808189299775,Yoga,24.1,3.4,2
20.0,Female,47.20262725480563,1.5875880488257024,182,136.0,69.0,2.0921380914055843,1175.0027461264165,Yoga,17.4,1.7,2
16.0,Female,54.52098116613614,1.7293146798810042,162,153.0,74.0,1.2386863696829105,653.1676797392043,Strength,29.3,1.5,4
35.0,Female,82.26174358401754,1.670706822695191,162,143.0,56.0,1.9407895849815322,1324.5849780888502,Yoga,28.0,3.3,3
15.0,Female,60.29336671605877,1.986009490677462,181,123.0,72.0,2.058289242350976,814.605274866706,HIIT,23.2,2.4,4
31.0,Female,79.1114263496499,1.5950055221573503,164,161.0,70.0,1.6295477419135982,1251.945365992244,Strength,23.1,3.5,5
23.0,Male,65.36219228477634,1.6974969785553207,181,122.0,50.0,1.0032387094197046,926.5463142432262,Cardio,26.3,1.5,3
51.0,Male,53.13645803946172,1.655713548678561,188,155.0,59.0,1.203971763409117,1028.5376226861763,Cardio,24.7,3.3,2
38.0,Male,64.07986959907768,1.8206578730655103,170,159.0,71.0,1.4684137027844733,558.0966470767826,Cardio,24.8,3.7,3
49.0,Female,82.83469989257664,1.8544101047641752,183,134.0,74.0,0.9356333340188598,1232.9805214213773,HIIT,24.6,1.9,4
24.0,Male,57.66370333654279,1.9070241313731913,163,150.0,73.0,1.3636978186410087,684.6021940363709,Strength,27.1,2.5,2
17.0,Male,48.6967735774848,1.5876400661670103,173,129.0,74.0,1.4862944901642963,1401.5908777296,HIIT,25.8,2.4,3
51.0,Female,82.13235506070177,1.5728231926142695,164,136.0,67.0,1.9641462947929471,1105.5544592481094,HIIT,28.2,3.4,2
32.0,Female,56.69696032504347,1.942996849409723,192,151.0,67.0,1.4645569817555084,1334.4172286197881,Cardio,18.0,3.5,5
23.0,Female,61.29376295900434,1.7273237347848491,172,166.0,72.0,1.3784129877006799,1021.006368408885,Yoga,32.5,3.0,3
32.0,Female,95.17921944060136,1.7826058386631856,164,162.0,55.0,1.3118202246661634,551.2468321043729,Strength,25.4,3.3,2
18.0,Male,50.46528296591466,1.9801889242975155,167,169.0,64.0,1.2028251889568005,1514.2439307890386,Yoga,22.5,2.6,2
39.0,Male,72.75591433957037,1.8922037539619045,176,127.0,74.0,1.6576936830061302,599.2438951072166,Yoga,10.0,2.1,4
18.0,Female,72.40525512183389,1.6800542206495825,199,150.0,57.0,1.1083283337894636,1097.129588454966,Cardio,34.5,3.3,3
33.0,Female,96.31186725456057,1.8068424676532873,184,142.0,53.0,0.5002048258188362,1833.8667004225188,HIIT,24.2,1.5,3
19.0,Female,71.6016116747405,1.8564022900282873,194,127.0,74.0,0.6045883734016977,1107.7737183500471,Cardio,19.4,3.6,2
54.0,Female,53.13458109845037,1.7229269821429214,185,137.0,57.0,1.9862175190273323,1885.756066854402,Yoga,20.5,3.1,3
27.0,Female,76.54623301326734,1.839466300806196,175,165.0,70.0,1.2232676233298003,868.8697090188239,Strength,27.0,3.5,4
33.0,Male,62.454244081532785,1.8880597348420323,185,167.0,73.0,1.0332564827705337,1462.6540538877557,Cardio,29.6,2.3,4
25.0,Male,41.376345098212624,1.7257684150718666,183,125.0,60.0,1.0056683360008754,1793.9572871211046,Yoga,21.9,3.3,4
28.0,Male,64.61611666964293,1.6874145336971937,169,163.0,65.0,1.253250189890353,1470.6310739250557,Yoga,11.7,2.9,4
29.0,Female,80.18070828669877,1.5663012963147274,178,153.0,57.0,0.9815424133842671,972.9807001118338,HIIT,25.9,3.5,2
25.0,Male,61.80128585980061,1.7481185205035803,195,141.0,55.0,1.4163750973094653,1041.0165924041135,HIIT,23.9,3.2,4
23.0,Male,72.41414265070978,1.7044371540234353,192,128.0,59.0,1.4671319471990238,1477.6901929359542,Cardio,28.5,3.2,3
54.0,Male,64.02955198040836,1.6500851638131016,174,159.0,72.0,0.5137603118400159,813.8544200703412,Cardio,18.4,3.6,4
45.0,Male,43.35809269484809,1.6903762351392357,185,129.0,74.0,0.8652907555411389,1235.9742291385228,Strength,28.1,2.6,3
34.0,Female,82.3033523587346,1.9352922407287292,190,125.0,61.0,1.1138804680312835,781.0899373626875,Yoga,26.1,3.1,4
25.0,Female,56.31494882236123,1.763240995807695,198,143.0,74.0,1.5554609393494605,1156.8287780937137,Cardio,21.1,2.2,3
15.0,Female,77.40416257839851,1.7226162399370963,194,148.0,52.0,0.9423458543501884,710.7151468094431,Strength,28.3,3.4,3
17.0,Male,47.71909710360029,1.6459713480903688,173,129.0,74.0,1.688373282284872,1399.9550015078107,HIIT,25.8,2.4,3
15.0,Female,40.97812508847931,1.6535615903910696,190,147.0,50.0,1.5867304948021599,1307.4867425580162,Cardio,27.6,1.9,5
16.0,Female,44.37168524766364,1.7599882692630846,183,138.0,53.0,1.7920020883348984,462.97715125773266,Cardio,19.1,3.6,2
26.0,Female,67.94961119723692,1.98406394776669,172,132.0,61.0,1.3363390812468405,850.2456506600826,HIIT,14.9,2.7,3
30.0,Female,93.63026875378533,1.5874708014690952,161,125.0,52.0,0.9682506695173912,1307.017697579592,Yoga,16.0,3.5,4
43.0,Female,77.51986805135147,1.8609951952705266,183,134.0,74.0,0.9884146302237118,1362.0028475073298,HIIT,24.6,1.9,4
52.0,Female,60.896185431356365,1.780494593040107,196,165.0,58.0,0.940245487984459,704.5466805166351,Cardio,15.9,3.3,4
41.0,Female,70.43059360885113,1.7421807301748007,175,127.0,53.0,1.6216889044650298,1499.6438890323213,Strength,31.9,3.6,2
43.0,Male,86.5111216002096,1.789250347687505,180,146.259322,70.0,1.9755341518932676,1684.04186087136,Cardio,22.6,2.3,4
41.0,Female,65.63862670222993,1.6459249832306886,182,146.0,68.0,0.8947838847455831,1440.5822923963774,HIIT,20.7,3.0,5
54.0,Female,105.6687721940582,1.6320116974029013,171,136.0,71.0,1.3208999170041453,903.5459410936068,Cardio,32.0,3.4,3
18.0,Female,105.08138517692184,1.7420181205973675,188,169.0,72.0,1.5270753208994785,902.9034175618259,Strength,22.5,3.7,3
45.0,Male,84.94222626740137,1.7770581414318742,197,144.0,74.0,0.8835748122818093,1432.1720270159153,HIIT,13.8,3.3,2
42.0,Female,79.5119195816631,1.8974258727793176,183,134.0,74.0,1.0360886112553096,1145.31387168273,HIIT,24.6,1.9,4
62.0,Male,76.31792807298777,1.4924754367414914,185,121.0,70.0,1.6519337382684622,552.5215961225047,Strength,28.5,2.2,4
46.0,Male,42.01035115191356,1.7476488429014767,161,146.0,69.0,1.3474493300318988,1491.2903727868793,Cardio,21.3,2.5,2
19.0,Female,63.00391637872633,1.632969483174566,162,169.0,74.0,1.5039238269611408,1136.0762970750084,Cardio,30.4,3.2,5
45.0,Female,77.90899581846492,1.5853378185256772,180,157.0,54.0,0.849698134805712,1048.1595431196727,Cardio,26.3,1.9,5
46.0,Male,45.34536292335666,1.8192467115302993,193,132.0,74.0,1.2883047350245318,924.8837414648948,HIIT,28.4,3.4,3
53.0,Male,45.87603419902233,1.9912160063132334,199,161.0,74.0,1.177968503347923,839.8958652681571,Cardio,24.6,3.2,3
29.0,Male,47.68969010229276,1.6834027529174826,182,153.0,68.0,1.5144424023206384,1221.3324851814846,Yoga,20.2,1.5,4
34.0,Female,89.55016261313507,1.828773268841974,178,161.0,74.0,1.4302515074428597,535.4789302606457,HIIT,23.3,1.6,3
25.0,Male,43.75954170821246,1.6721101503889826,176,158.0,53.0,1.313971475357695,482.7875393884173,Strength,23.7,1.5,2
40.0,Female,71.90535363728203,1.7518776197826036,187,167.0,54.0,1.329384545251023,717.3173267489589,Cardio,15.4,1.6,4
30.0,Male,66.6448226042952,1.9372375835786853,189,142.0,58.0,1.434810528296932,898.1313446611143,Cardio,28.2,3.6,2
47.0,Female,55.42748633348111,1.6427799508159395,170,139.0,74.0,1.2615666778945689,1489.7691469956435,Cardio,10.0,3.3,3
30.0,Male,56.74003731080949,1.630164071287788,187,127.0,69.0,1.351576765437275,554.2737050074327,Cardio,22.7,2.2,3
24.0,Female,61.5554439245414,1.5920280776116158,172,127.0,62.0,1.326961259004474,1168.7224501719284,Cardio,26.0,3.4,3
30.0,Female,61.86847344782581,1.6550683871339276,169,160.0,67.0,1.8287006978013196,1415.0906485898931,Yoga,30.9,2.7,4
37.0,Female,79.00841566353934,1.8072202960349906,196,151.0,67.0,2.1547683771069748,1144.9407519617964,HIIT,10.0,3.3,3
56.0,Female,62.64927100592259,1.562639500539253,164,124.0,56.0,0.9186935525541322,968.5204109665228,Cardio,29.4,3.7,2
19.0,Male,120.10421406559966,1.48775638360103,177,145.0,71.0,1.515517693004294,795.4226787323367,Strength,22.0,1.7,5
42.0,Female,77.90764820507053,1.9734817735883365,198,132.0,57.0,1.341510899103234,1081.1991394725492,Yoga,10.0,3.2,3
18.0,Male,66.26388758755043,1.8264859458442824,196,169.0,71.0,1.7576774244875464,524.935918999608,Cardio,28.0,3.4,2
17.0,Female,71.95508285946973,1.6931651302795034,160,120.0,65.0,1.5295147180179585,1235.3261174729178,Cardio,27.2,3.3,4
24.0,Female,58.14587876120153,1.6102992653993202,182,165.0,70.0,0.7894822615044733,1164.2150962728367,HIIT,20.1,3.5,4
31.0,Male,88.50722673010067,1.603822527353082,161,150.0,52.0,1.2649690154253095,1454.6303693769307,Cardio,23.8,2.6,3
15.0,Female,43.156830306890896,1.670710635555941,168,126.0,55.0,1.404175604992129,721.2275157618956,HIIT,23.9,1.5,4
52.0,Female,93.02472855946247,1.6284833295550256,185,148.0,68.0,1.2932086139102235,881.9204221504274,Cardio,34.8,2.0,5
18.0,Female,77.35222033646343,1.7694443594488167,165,151.0,59.0,1.4987156238858925,757.6706060989345,HIIT,24.9,3.4,4
24.0,Male,61.85256709627202,1.7770124968921852,176,169.0,64.0,1.3562620944039574,1553.0398209281777,Yoga,28.5,1.5,3
42.0,Female,38.88519702496763,1.7134881636079504,187,162.0,66.0,0.9119696621029402,771.3882209673264,Strength,28.0,2.2,2
35.0,Male,86.19829175939587,1.731860720084516,176,169.0,63.0,1.8873931721644106,1129.8492517877519,Strength,21.1,1.9,2
22.0,Female,47.363207891748466,1.7497715094799442,162,136.0,56.0,1.4161464149230232,568.3299989144831,Cardio,23.9,3.4,3
29.0,Male,42.545724170994106,1.7415428912888413,183,125.0,60.0,1.0616773770856625,1874.732568876834,Yoga,21.9,3.3,4
50.0,Female,89.09377982970086,1.6403330039194983,178,146.0,53.0,1.448632466593794,1570.176533796433,Strength,25.4,2.5,4
27.0,Female,101.54005954084542,1.965036931339102,171,146.259322,51.0,1.2883857083219188,1492.5335605818939,HIIT,30.0,3.7,3
48.0,Female,42.20067409809027,1.7418921404767864,177,165.0,72.0,1.3889786285005057,330.28726324051405,HIIT,10.0,2.706644144,3
35.0,Female,51.628687253415215,1.7470876918085296,161,142.0,74.0,1.077472321069632,1476.1417452962253,Strength,19.8,3.2,2
34.0,Male,41.6655313642992,1.8112571942141213,176,141.0,66.0,1.3420628178101943,1537.5743731286527,Cardio,24.1,3.0,4
30.0,Female,68.83971430343651,1.7666921572201957,176,139.0,68.0,1.434527144070639,362.17075409216847,Cardio,10.0,3.4,2
21.0,Male,70.59609227497677,1.6279537883066217,188,131.0,60.0,0.5851797423599031,985.2210472022132,Yoga,27.4,3.6,2
54.0,Male,62.979955024302335,1.6342308582644252,199,121.0,69.0,1.0778326745769886,931.300753739583,Strength,26.5,3.6,4
58.0,Male,62.07041317753452,1.7728527284151032,199,129.0,62.0,1.0992108105805738,1064.0654201414648,HIIT,11.5,2.4,3
31.0,Male,83.29263218422541,1.8127555562923345,190,132.0,69.0,0.987725586909122,759.1629777870576,Yoga,10.0,2.3,2
49.0,Male,90.82929704956868,1.6458752099168934,191,133.0,70.0,1.5380387918703984,1201.0501394048504,Cardio,27.1,1.5,5
26.0,Male,65.166721522414,1.9325679621554248,187,140.0,58.0,1.3710785918206474,814.4122427652862,HIIT,29.7,3.1,5
50.0,Female,71.17912791519727,1.8398024608608783,168,167.0,71.0,1.054353495142043,658.9961009204748,Strength,17.1,1.5,3
46.0,Female,43.37136468812703,1.7457549899472278,194,148.0,55.0,1.9297624162007543,1269.7519873566407,Strength,28.8,3.1,3
19.0,Female,63.6297081752566,1.8262587865062658,196,130.0,57.0,1.4364871765299918,558.5022480747891,HIIT,25.7,1.5,4
22.0,Female,91.71710293561536,1.7430864152956813,192,120.0,59.0,1.6863439788818049,1165.4288680785924,HIIT,19.0,1.8,3
52.0,Male,104.90318259512388,1.621001828019348,162,169.0,59.0,1.272426945787994,1949.7038093184276,Cardio,11.5,1.7,4
14.0,Male,48.93311863648256,1.686235235351257,199,137.0,74.0,1.9516139847175609,1178.3677611500902,Cardio,26.7,3.3,3
40.0,Female,89.14704519721182,1.7313530926297813,196,135.0,68.0,1.2328774874660249,1029.7142200998628,Strength,27.2,3.2,3
37.0,Male,38.90098602827691,1.9643877828081482,193,121.0,63.95115104,2.145119548968415,1148.4084310462886,Yoga,25.7,2.6,4
46.0,Female,63.21708977777753,1.701283200935976,198,164.0,64.0,0.8386761243151976,1086.694456420258,HIIT,24.5,3.3,5
48.0,Female,91.0599792764047,1.6406659114287008,171,132.0,72.0,1.8444255602857755,1037.0696901623896,Cardio,30.4,3.6,3
29.0,Male,71.63040831750745,2.0031737806719376,183,154.0,62.0,1.9680801053914037,722.0059697407723,Strength,14.4,1.5,4
37.0,Female,60.81504961407792,1.7204216765221112,172,148.0,68.0,0.8919410757303983,1934.6172648841987,HIIT,20.2,1.5,4
15.0,Female,94.62587588473012,1.7039847774966295,198,142.0,74.0,1.3353250224814635,988.0059091490589,Cardio,18.1,3.2,4
32.0,Male,66.06458750140031,1.7231901987519913,172,169.0,55.0,1.462878192477128,947.7649289638596,HIIT,27.4,3.7,3
14.0,Male,63.518243453031644,1.6399348392320858,163,139.0,70.0,1.3205849721103615,364.76200426710136,Strength,27.4,3.4,2
44.0,Female,82.17439575210338,1.6291386362166995,170,134.0,74.0,1.6547609951429216,510.47755150202397,Yoga,11.1,1.5,4
31.0,Male,56.36571021617994,1.5749527351538406,187,127.0,69.0,1.3018771342297994,546.3413741039375,Cardio,22.7,2.2,3
17.0,Female,78.52660081595181,1.6929969763668364,194,148.0,52.0,0.9431073995611835,670.8880864679392,Strength,28.3,3.4,3
30.0,Female,60.657728032512786,1.6512066728571977,192,167.0,74.0,1.89988590740151,667.7736876252965,Yoga,28.8,3.4,3
30.0,Male,43.09606336956655,1.731069822049264,182,120.0,70.0,1.1863214317470125,1038.1312864444728,HIIT,14.6,1.9,4
42.0,Male,57.92920737969972,1.6462231635783915,170,166.0,52.0,1.0741926434347095,1216.6824857709423,Cardio,34.4,1.8,2
56.0,Female,97.67491455329814,1.7358154505107886,162,126.0,61.0,0.9907725091254102,339.33602132095,HIIT,22.7,3.3,3
43.0,Male,102.82727446926151,1.8474685960458308,182,140.0,57.0,1.3605674941730788,1388.7416525985611,HIIT,20.7,3.2,3
15.0,Female,77.59564734844008,1.8642703284842899,194,127.0,74.0,0.5851392084430435,971.7950018917118,Cardio,19.4,3.6,2
22.0,Male,54.11694823544096,1.7545357254171192,195,141.0,55.0,1.3676560045540214,1316.881396238364,HIIT,23.9,3.2,4
45.0,Female,39.92743783027138,1.7686300827647012,162,169.0,55.0,1.873014580406493,1298.1709245213933,Yoga,31.7,3.5,4
29.0,Male,60.23464763668715,1.6488535121939778,183,149.0,74.0,1.1490672305525258,1248.766465242202,Cardio,23.1,2.3,4
43.0,Female,60.977482520293826,1.983033313289045,196,149.0,51.0,1.9446690665306785,802.5307298205512,Cardio,29.9,3.2,5
19.0,Female,79.33849546146736,1.8444622565301345,170,162.0,74.0,0.8345554178741068,777.7362227005634,HIIT,22.7,2.8,2
26.0,Male,60.00994393495024,1.7349634627600006,199,140.0,55.0,1.5946199582720637,757.0739664977448,HIIT,28.1,1.6,3
18.0,Female,75.95189803190831,1.6884473262672093,194,148.0,52.0,0.8402781685105767,645.7383960805618,Strength,28.3,3.4,3
48.0,Female,47.89630659735027,1.719947682658083,196,143.0,74.0,2.145789050308258,831.1953099467372,Yoga,22.0,2.4,3
30.0,Male,96.23129506871115,1.768460234328858,170,160.0,55.0,1.3109290500890232,1792.6721700280189,HIIT,25.9,1.8,3
53.0,Male,37.515351689583476,1.495243848343082,169,152.0,63.0,2.035055449337033,990.008612723873,Strength,24.9,1.5,4
21.0,Male,140.6183921580336,1.6911980044212365,196,136.0,74.0,1.199559621848543,1057.1957734858486,Yoga,26.6,1.8,5
32.0,Female,50.60666357676416,1.8800153476936774,197,125.0,51.0,1.3920383809350891,1139.175444407416,Strength,27.6,3.3,2
21.0,Female,51.873855423327115,2.0261106773156126,172,142.0,68.0,1.8411794502427818,1710.2173577447547,Strength,18.9,3.2,4
13.0,Female,97.82512852638378,1.7896374352982667,198,144.0,58.0,1.1920383391668503,285.75331164873324,Yoga,23.8,1.8,3
44.0,Female,62.01768927317972,1.5691913409300962,165,168.0,70.0,1.060206396650027,1392.934498168402,Cardio,27.9,3.6,3
53.0,Male,75.36905096293097,1.706202425745905,167,169.0,57.0,0.997730147163213,528.3347925464859,Yoga,27.2,2.7,2
20.0,Female,92.44658678004893,1.5965319264244615,192,160.0,74.0,1.3914775621030224,782.2097769588803,Yoga,23.8,3.1,3
43.0,Female,113.43530992309637,1.8646724534217378,172,123.0,61.0,1.0909050193829106,1310.455142688692,Strength,16.9,2.6,4
21.0,Male,95.97740181226153,1.7234998488439799,199,145.0,65.0,1.2124892652184798,1578.632029801895,Cardio,30.0,3.3,3
39.0,Male,111.07877484656727,1.6432950357147464,194,160.0,74.0,1.9883714905187702,1145.4621500536825,Yoga,22.1,2.4,4
28.0,Male,65.72716134456614,1.801309874017464,185,169.0,59.0,1.2344291771226537,1420.5977220198802,Cardio,18.9,3.4,5
28.0,Male,59.286666122190844,1.7083529975992011,161,130.0,69.0,1.1689789046379058,671.7034178910105,Strength,28.6,1.9,3
36.0,Female,40.69153262065446,1.684551886440705,161,160.0,64.0,1.8515560676760017,931.8391917002684,Yoga,23.7,3.4,3
29.0,Male,82.85480704549504,1.7880791718950428,168,156.0,69.0,1.428636697624056,635.4220886198806,Strength,15.7,3.3,2
22.0,Male,55.89692583511813,1.880428730788312,172,123.0,54.0,1.0982918562120167,749.1165705440033,Strength,34.4,3.1,3
44.0,Male,45.08813326223719,1.851368596593398,190,159.0,53.0,1.2026653281211364,985.7781492834297,HIIT,26.5,1.5,4
42.0,Male,45.45468846633778,1.8182256738532578,189,128.0,55.0,0.9249731413286576,742.7663162919852,Strength,28.6,3.6,4
25.0,Male,64.00503125160144,1.8343328077294478,177,153.0,74.0,1.599883219478657,832.1671047834994,Strength,10.0,2.4,3
19.0,Female,79.15851586694875,1.7227226504687005,165,151.0,59.0,1.3773375029099373,663.4340626003215,HIIT,24.9,3.4,4
30.0,Male,45.91202466171953,1.7353275206802428,163,145.0,54.0,1.2014738197417638,603.5989358717562,Yoga,21.4,3.1,2
49.0,Female,52.841564933100734,1.9295569629989602,175,156.0,67.0,1.3255075124194746,745.2236271604585,Strength,24.5,2.5,5
46.0,Male,68.35940501613644,1.7050832484666183,179,140.0,52.0,1.542067586119304,1090.2558320256492,Strength,24.6,2.6,4
24.0,Male,51.48297142962029,1.8591547239522557,165,144.0,53.0,1.8900726536690333,1559.373196626935,Cardio,26.6,3.7,4
41.0,Male,47.255980607206496,1.7114190408383136,198,164.0,70.0,1.415344999325272,1157.0862466316012,Strength,26.7,1.5,4
30.0,Female,71.38704195160855,1.8015334940010677,199,158.0,68.0,1.9561834384631274,1384.214699297272,Strength,29.6,2.7,2
42.0,Male,60.40690591448133,1.7901837710360993,193,155.0,51.0,0.6399749635051145,1551.948959784022,Strength,24.0,2.8,5
33.0,Male,66.36441486806004,1.7420830233129678,181,158.0,53.0,1.0485472607338655,516.5521246085682,Yoga,22.5,2.2,3
25.0,Male,37.54535537272262,1.7016601716500592,164,169.0,58.0,0.9502837524153909,1041.9522652030641,HIIT,17.0,1.6,5
47.0,Female,93.02315074953364,1.5959438748263046,180,157.0,54.0,0.8975586613248753,1049.3000663812422,Cardio,26.3,1.9,5
60.0,Male,47.37955920929434,1.8319821066232147,182,155.0,66.0,1.6625432000018328,558.050406029772,Yoga,11.2,2.6,4
46.0,Male,103.95517297535044,1.7848057137619755,185,138.0,73.0,1.578323778334843,672.051062430808,Strength,25.5,1.8,4
21.0,Female,87.96077289733039,1.7387700287686372,190,135.0,54.0,1.0000168316614761,1183.0778498356926,Cardio,28.0,2.3,3
49.0,Female,58.584808455789634,1.9032889498587329,165,140.0,72.0,2.167488019948224,1826.9097560424877,HIIT,11.1,1.5,2
18.0,Female,54.32300666471555,1.7564732217865888,179,169.0,66.0,1.3015909583902445,1127.7340705080628,Cardio,23.50936099,2.1,3
23.0,Female,98.8142928681864,1.8520731249235023,171,140.0,52.0,2.0245093985482603,1183.232942482745,Strength,16.1,2.7,4
43.0,Male,114.35839464885001,1.8817035479115503,192,167.0,74.0,1.4385107891425546,903.3744197767865,Cardio,29.0,3.0,2
20.0,Male,72.27389664423943,1.825142243952089,197,165.0,56.0,0.6668314210136631,1316.0154252374225,HIIT,26.1,3.3,3
50.0,Male,71.58209537902874,1.5983098891737249,164,140.0,72.0,1.0543566577993588,1212.2533119133636,HIIT,28.1,2.6,2
28.0,Female,86.51058947936751,1.707613638906481,190,169.0,74.0,1.4196798906742663,713.6470666917418,HIIT,29.2,3.7,5
26.0,Female,36.842520559986,1.8093098224516557,194,164.0,57.0,1.5579179250271566,955.7748240777787,Yoga,21.3,3.4,3
13.0,Female,102.41804056336348,1.7721007373764535,168,169.0,55.0,1.8158596093566213,1584.5737777115964,Strength,33.0,3.5,5
19.0,Female,100.75179011938083,1.7615264817670933,170,150.0,74.0,1.9272111639703686,514.9298974107043,Cardio,10.0,2.2,2
24.0,Female,66.54876905691341,1.665063480600341,190,168.0,55.0,1.2768297520101535,1150.5511911354802,Strength,28.1,3.4,2
15.0,Male,77.0353349332776,1.7103235018053766,192,128.0,72.0,1.7403648886289602,889.1979555899982,Cardio,21.4,3.3,4
37.0,Male,75.61882705882628,1.7922290642877996,193,153.0,57.0,1.1213653365083132,831.2238116054624,Yoga,27.2,2.3,3
22.0,Female,60.4021166265655,2.0094591991115207,181,123.0,72.0,1.7890600621522925,915.6808684451323,HIIT,23.2,2.4,4
15.0,Female,40.052968478329944,1.7103141089157148,178,147.0,71.0,1.8669169679337938,760.3410242032968,HIIT,17.3,3.5,4
44.0,Male,75.9924170002851,1.7975647657295504,191,134.0,62.0,1.6289070626047848,1570.7548552588664,Cardio,30.3,3.3,2
58.0,Female,52.23424849530977,1.6945035005897529,199,123.0,60.0,1.1696962742792498,918.0810836559247,Strength,25.0,3.1,5
35.0,Male,101.7835769590912,1.5240739510763321,163,122.0,68.0,1.1510114489388255,1239.3164110282942,Strength,26.9,1.6,4
49.0,Male,54.53104222886181,1.7881380434932275,181,152.0,53.0,1.5617019117957318,1833.6769712067442,Strength,23.2,3.3,4
37.0,Male,56.35990118525363,1.820438558740796,171,120.0,68.0,1.704588957129079,1485.0989227978396,Cardio,27.1,3.2,3
52.0,Male,40.64592442222836,1.7570067243326555,175,127.0,73.0,1.2395062294028578,1229.16014973853,Yoga,24.7,2.4,3
50.0,Female,98.06804969730818,1.6487513621449459,185,148.0,68.0,1.3879864577442573,986.0217400700618,Cardio,34.8,2.0,5
36.0,Female,82.16239225358694,1.895368938001433,193,122.0,65.0,1.2410382628145329,1962.7122943726065,Yoga,23.1,3.2,3
45.0,Male,41.19293067147883,1.918935142781116,177,154.0,58.0,1.910509846586602,1497.423999855562,HIIT,31.4,3.5,4
40.0,Female,38.335775507143296,1.8927428096014858,177,141.0,56.0,1.4263758633997519,970.5297420467151,Strength,24.0,3.6,4
48.0,Female,42.65902003366795,1.9838961910438404,168,137.0,64.0,1.2574556801719705,1390.7233560494071,Strength,29.8,3.3,2
21.0,Male,54.25096707653559,1.5488162031005157,191,157.0,55.0,1.187933051413969,780.2306560176539,Cardio,25.2,1.5,4
47.0,Male,81.31339824385029,1.728659591969874,180,158.0,71.0,1.9161696612851902,936.424083179969,Strength,14.1,1.5,4
32.0,Female,67.41291466360701,1.7339574484405211,198,169.0,66.0,1.3422123839191338,1123.455701755148,Yoga,31.4,1.6,3
56.0,Female,64.68249732633065,1.5706749216957947,191,155.0,70.0,0.8353172492833807,974.8743702991401,Yoga,10.2,1.6,3
16.0,Male,74.868408959184,1.4967399961737589,197,134.0,74.0,1.6559653294868995,1128.4137538137902,Cardio,30.5,3.3,3
53.0,Male,117.71648593793492,1.905017950627221,192,146.259322,58.0,2.0031959600932905,1078.7447549667197,Cardio,22.9,2.7,4
48.0,Male,50.678919632640316,1.8300754258210876,181,161.0,68.0,0.8242781357604524,1568.6601320969671,Cardio,22.5,1.9,4
31.0,Male,89.53577764992664,1.504668147051284,185,133.0,52.0,1.0808407815284928,1133.906849209498,Cardio,24.0,3.4,3
19.0,Female,69.98957706760737,1.6514076211568016,198,138.0,57.0,1.8291737174744238,1761.0106118605333,Yoga,21.4,3.3,2
54.0,Male,89.9128769644381,1.660382639220669,164,169.0,54.0,0.7148539857709488,1272.1436998484664,HIIT,32.6,2.9,3
32.0,Female,55.68804309517378,1.7452439478260977,167,153.0,74.0,1.3105964966458363,1095.620834905944,Strength,29.5,2.6,2
15.0,Female,64.22676188476464,1.6546639140918566,160,120.0,65.0,1.3912610649657873,1256.2307008300756,Cardio,27.2,3.3,4
35.0,Female,59.23885785917603,1.9697125318723927,193,169.0,65.0,1.8569562697963635,912.3748881228054,Yoga,31.1,3.5,5
20.0,Female,108.40351983011645,1.9677250859668662,166,131.0,73.0,1.1563330855437786,1781.69272033726,Cardio,27.1,3.2,3
43.0,Female,68.87826467563526,1.6405217531161282,187,141.0,74.0,1.6564147433324938,1579.9941975456018,HIIT,30.3,3.4,3
30.0,Male,51.825678085886516,1.6168914758681296,169,169.0,70.0,0.811581460317795,1559.9772825979765,Strength,24.2,2.7,5
29.0,Male,41.05828936742829,1.8881216951372088,188,131.0,54.0,1.3631041952359346,889.0859941781126,Cardio,11.9,1.9,3
22.0,Female,65.06445286087371,1.7357799976418855,182,133.0,74.0,1.5594510140900513,835.1290852750468,Strength,28.8,1.8,3
